City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
451,Yinchuan,CN,38.4681,106.2731,33.17,23,2,7.65,clear sky,2021-11-29 09:47:21
452,San Juan De Abajo,MX,20.8167,-105.1833,70.52,67,28,3.49,scattered clouds,2021-11-29 09:49:46
453,Darque,PT,41.6833,-8.7667,55.63,82,54,8.12,broken clouds,2021-11-29 09:49:46
454,Ahipara,NZ,-35.1667,173.1667,61.41,87,90,0.76,overcast clouds,2021-11-29 09:49:47
455,Tomino,ES,41.9877,-8.755,55.26,83,80,4.34,broken clouds,2021-11-29 09:48:24
456,Amapa,BR,1.0,-52.0,71.53,99,74,0.76,broken clouds,2021-11-29 09:49:48
457,Neuquen,AR,-38.9516,-68.0591,62.24,34,0,11.23,clear sky,2021-11-29 09:49:35
458,Castilho,BR,-20.8722,-51.4875,78.51,66,100,7.2,overcast clouds,2021-11-29 09:50:48
459,Yulara,AU,-25.2406,130.9889,85.51,17,5,1.66,clear sky,2021-11-29 09:50:49
460,Mapiripan,CO,2.8892,-72.1256,72.09,96,99,3.62,overcast clouds,2021-11-29 09:50:49
461,Sandpoint,US,48.2766,-116.5533,45.43,91,100,3.51,overcast clouds,2021-11-29 09:50:50
462,Sao Filipe,CV,14.8961,-24.4956,75.96,67,64,13.85,broken clouds,2021-11-29 09:50:50
463,Baie-Comeau,CA,49.2168,-68.1489,21.81,78,18,6.38,few clouds,2021-11-29 09:50:51
464,Gao,ML,16.6362,1.637,88.43,8,100,15.55,overcast clouds,2021-11-29 09:50:51
465,El Torno,BO,-17.9919,-63.3824,66.42,96,100,4.36,overcast clouds,2021-11-29 09:50:52
466,Cabadiangan,PH,9.7531,122.4739,79.57,87,90,6.17,overcast clouds,2021-11-29 09:50:52
467,Thoen,TH,17.6129,99.2161,80.64,72,80,2.42,broken clouds,2021-11-29 09:50:53
468,Ilulissat,GL,69.2167,-51.1,24.26,96,100,9.48,light snow,2021-11-29 09:50:53
469,Vieux Fort,LC,13.7167,-60.95,79.57,73,83,18.52,broken clouds,2021-11-29 09:50:53
470,Tiksi,RU,71.6872,128.8694,-19.57,100,81,6.55,broken clouds,2021-11-29 09:50:54
471,Tual,ID,-5.6667,132.75,84.22,69,100,3.13,overcast clouds,2021-11-29 09:50:54
472,Namibe,AO,-15.1961,12.1522,76.32,65,91,6.29,overcast clouds,2021-11-29 09:50:55
473,Aguazul,CO,5.1728,-72.5471,72.63,77,51,4.5,broken clouds,2021-11-29 09:50:55
474,Rapid Valley,US,44.0625,-103.1463,49.21,44,67,6.58,broken clouds,2021-11-29 09:50:56
475,Hutchinson,US,38.0608,-97.9298,44.46,50,12,8.32,few clouds,2021-11-29 09:48:57
476,Jabinyanah,TN,35.035,10.9081,56.25,47,0,32.37,clear sky,2021-11-29 09:50:57
477,Ahtopol,BG,42.1,27.95,67.77,64,17,26.04,few clouds,2021-11-29 09:50:57
478,Labuan,MY,5.2767,115.2417,82.8,69,100,4.23,overcast clouds,2021-11-29 09:50:57
479,Narsaq,GL,60.9167,-46.05,36.23,96,99,8.37,light rain,2021-11-29 09:50:58
480,Craig,US,40.5153,-107.5464,36.61,63,0,3.87,clear sky,2021-11-29 09:50:58
481,Whitianga,NZ,-36.8333,175.7,62.11,84,68,5.23,broken clouds,2021-11-29 09:50:59
482,Bolobo,CD,-2.1667,16.2333,87.04,57,100,2.82,light rain,2021-11-29 09:50:59
483,Comarapa,BO,-17.9,-64.4833,56.21,99,100,3.04,moderate rain,2021-11-29 09:51:00
484,Matipo,BR,-20.2839,-42.3411,69.75,84,45,1.36,scattered clouds,2021-11-29 09:51:00
485,Umtata,ZA,-31.5889,28.7844,80.92,38,0,8.43,clear sky,2021-11-29 09:51:01
486,Gamba,GA,-2.65,10.0,80.04,82,88,6.06,light rain,2021-11-29 09:51:01
487,Benemerito De Las Americas,MX,16.5167,-90.6439,66.16,99,84,2.44,broken clouds,2021-11-29 09:51:01
488,Bacolod,PH,10.6667,122.95,80.49,83,92,8.97,overcast clouds,2021-11-29 09:51:02
489,Arequipa,PE,-16.3989,-71.535,56.46,69,97,0.76,heavy intensity rain,2021-11-29 09:51:02
490,Camana,PE,-16.6228,-72.7111,64.92,86,99,4.81,overcast clouds,2021-11-29 09:51:03
491,Nkhotakota,MW,-12.9274,34.2961,85.62,45,6,4.09,clear sky,2021-11-29 09:51:03
492,West Bay,KY,19.3667,-81.4167,78.58,62,81,14.23,broken clouds,2021-11-29 09:51:03
493,Mandalgovi,MN,45.7625,106.2708,15.98,58,6,15.14,clear sky,2021-11-29 09:51:04
494,Balkanabat,TM,39.5108,54.3671,64.09,27,98,1.95,overcast clouds,2021-11-29 09:51:04
495,Puerto Baquerizo Moreno,EC,-0.9,-89.6,68.23,84,58,9.84,broken clouds,2021-11-29 09:51:05
496,Eregli,TR,37.5133,34.0467,72.07,25,100,15.88,overcast clouds,2021-11-29 09:51:05
497,Celestun,MX,20.8667,-90.4,74.35,83,96,6.08,overcast clouds,2021-11-29 09:51:06
498,Assiniboia,CA,49.6334,-105.9845,38.52,73,87,7.96,overcast clouds,2021-11-29 09:51:06
499,Waitati,NZ,-45.75,170.5667,56.52,88,34,3.06,scattered clouds,2021-11-29 09:51:06
500,San Vicente,AR,-26.6167,-54.1333,61.38,95,66,2.68,broken clouds,2021-11-29 09:51:07
501,Xai-Xai,MZ,-25.0519,33.6442,94.03,36,0,5.5,clear sky,2021-11-29 09:51:07
502,Abu Samrah,SY,35.3029,37.1841,68.02,45,50,3.76,scattered clouds,2021-11-29 09:51:08
503,Kushiro,JP,42.975,144.3747,45.46,83,65,15.12,broken clouds,2021-11-29 09:51:08
504,Viedma,AR,-40.8135,-62.9967,60.57,61,0,6.64,clear sky,2021-11-29 09:50:25
505,Motygino,RU,58.1831,94.7592,15.06,93,100,4.68,overcast clouds,2021-11-29 09:51:09
506,Paysandu,UY,-32.3214,-58.0756,62.19,88,80,14.5,broken clouds,2021-11-29 09:51:09
507,Port Hedland,AU,-20.3167,118.5667,85.51,64,0,17.11,clear sky,2021-11-29 09:52:10
508,Roseburg,US,43.2165,-123.3417,47.84,97,80,2.93,broken clouds,2021-11-29 09:52:10
509,Palora,EC,-1.7,-77.9333,63.9,97,100,3.06,light rain,2021-11-29 09:52:10
510,Anchorage,US,61.2181,-149.9003,-2.2,92,95,4.54,overcast clouds,2021-11-29 09:47:39
511,Mao,ES,39.8885,4.2658,51.82,45,5,30.15,clear sky,2021-11-29 09:52:11
512,Kieta,PG,-6.2167,155.6333,80.91,80,100,2.35,overcast clouds,2021-11-29 09:52:12
513,Meadow Lake,US,34.8014,-106.5436,42.12,40,0,4.9,clear sky,2021-11-29 09:50:17
514,Talaya,RU,61.3833,152.75,-15.56,99,100,4.45,overcast clouds,2021-11-29 09:52:12
515,Dwarka,IN,22.2394,68.9678,84.54,35,68,14.41,broken clouds,2021-11-29 09:52:13
516,Nakhon Thai,TH,17.1006,100.8374,78.94,72,90,1.57,overcast clouds,2021-11-29 09:52:13
517,Touros,BR,-5.1989,-35.4608,82.94,69,83,13.56,broken clouds,2021-11-29 09:52:13
518,Sibolga,ID,1.7427,98.7792,79.83,82,63,3.15,broken clouds,2021-11-29 09:52:14
519,Jalu,LY,29.0331,21.5482,82.69,15,100,11.79,overcast clouds,2021-11-29 09:52:14
520,Port Moresby,PG,-9.4431,147.1797,78.42,91,100,9.95,moderate rain,2021-11-29 09:52:15
521,Tromso,NO,69.6496,18.957,23.4,90,100,14.27,overcast clouds,2021-11-29 09:52:15
522,Richards Bay,ZA,-28.783,32.0377,81.43,63,68,13.11,broken clouds,2021-11-29 09:52:16
523,Aripuana,BR,-9.1667,-60.6333,72.45,95,99,0.85,overcast clouds,2021-11-29 09:52:16
524,Norden,DE,53.6,7.2,43.54,70,98,10.13,overcast clouds,2021-11-29 09:52:17
525,Cabedelo,BR,-6.9811,-34.8339,81.99,71,80,12.28,broken clouds,2021-11-29 09:52:17
526,Lujan,AR,-34.5703,-59.105,60.04,92,100,14.34,overcast clouds,2021-11-29 09:52:18
527,Klaksvik,FO,62.2266,-6.589,41.32,95,81,32.66,broken clouds,2021-11-29 09:52:18
528,Diego De Almagro,CL,-26.3667,-70.05,54.46,63,0,1.34,clear sky,2021-11-29 09:52:18
529,Tagana-An,PH,9.6972,125.5856,80.56,84,21,7.31,few clouds,2021-11-29 09:52:19
530,Macamic,CA,48.7502,-78.9996,16.66,97,97,3.94,overcast clouds,2021-11-29 09:52:19
531,Shubarshi,KZ,48.5872,57.1869,29.75,76,2,3.31,clear sky,2021-11-29 09:52:20
532,Olafsvik,IS,64.8945,-23.7142,34.12,75,100,20.18,light snow,2021-11-29 09:52:20
533,Lima,PE,-12.0432,-77.0282,63.72,86,99,5.5,overcast clouds,2021-11-29 09:49:38
534,Aksu,CN,41.1231,80.2644,35.47,33,1,3.65,clear sky,2021-11-29 09:52:21
535,Fort Nelson,CA,58.8053,-122.7002,-3.35,98,62,3.4,broken clouds,2021-11-29 09:52:21
536,Zabaykalsk,RU,49.6333,117.3167,5.7,95,62,7.47,broken clouds,2021-11-29 09:52:22
537,Revda,RU,56.801,59.9303,29.59,91,94,8.95,overcast clouds,2021-11-29 09:52:22
538,Manado,ID,1.487,124.8455,77.77,89,100,5.61,light rain,2021-11-29 09:52:23
539,Haines Junction,CA,60.7522,-137.5108,-12.86,100,99,2.44,overcast clouds,2021-11-29 09:52:23
540,Nedjo,ET,9.5046,35.5019,78.21,36,7,2.8,clear sky,2021-11-29 09:52:24
541,Eirunepe,BR,-6.6603,-69.8736,72.32,99,100,1.05,overcast clouds,2021-11-29 09:47:57
542,Cervo,ES,43.6702,-7.4101,55.06,79,99,13.42,overcast clouds,2021-11-29 09:52:25
543,Saint-Georges,GD,12.0564,-61.7485,79.72,77,95,14.36,overcast clouds,2021-11-29 09:52:25
544,Quelimane,MZ,-17.8786,36.8883,89.44,35,0,7.54,clear sky,2021-11-29 09:52:26
545,Ormara,PK,25.2088,64.6357,78.6,40,0,8.48,clear sky,2021-11-29 09:52:26
546,Los Altos,US,37.3852,-122.1141,57.51,62,0,1.68,clear sky,2021-11-29 09:52:27
547,Macae,BR,-22.3708,-41.7869,72.84,85,9,6.35,clear sky,2021-11-29 09:51:59
548,Riosucio,CO,5.4216,-75.7032,58.03,99,99,0.31,overcast clouds,2021-11-29 09:52:27
549,Huainan,CN,32.6264,116.9969,57.78,51,98,11.43,overcast clouds,2021-11-29 09:52:28
550,Kabare,CD,-2.4683,28.8242,73.51,71,100,3.02,light rain,2021-11-29 09:52:28
551,Lishu,CN,43.3047,124.3278,25.7,83,100,4.38,snow,2021-11-29 09:52:29
552,Buraydah,SA,26.326,43.975,76.57,21,0,3.87,clear sky,2021-11-29 09:52:29
553,Newport,GB,51.5877,-2.9984,39.02,67,100,2.44,overcast clouds,2021-11-29 09:52:29
554,Lixourion,GR,38.2019,20.4314,60.51,61,84,33.22,broken clouds,2021-11-29 09:53:30
555,Chuy,UY,-33.6971,-53.4616,62.11,95,88,9.28,overcast clouds,2021-11-29 09:53:30
556,Porto Novo,BJ,6.4965,2.6036,88.05,59,84,5.23,broken clouds,2021-11-29 09:53:31
557,Polyarnyy,RU,69.1989,33.4478,9.68,92,99,15.05,overcast clouds,2021-11-29 09:53:31
558,Northam,GB,51.0333,-4.2167,41.76,73,100,2.06,overcast clouds,2021-11-29 09:53:32
559,Beatrice,US,40.2681,-96.747,41.61,61,4,8.39,clear sky,2021-11-29 09:53:32
560,Shimoda,JP,34.6667,138.95,54.14,74,47,8.7,scattered clouds,2021-11-29 09:53:32
561,Anzio,IT,41.4853,12.6179,52.41,64,96,18.23,light rain,2021-11-29 09:53:33
562,Muros,ES,42.7762,-9.0603,55.26,79,57,9.37,broken clouds,2021-11-29 09:53:33
563,Flinders,AU,-34.5833,150.8552,62.06,80,54,4.32,broken clouds,2021-11-29 09:53:34
564,Oyama,JP,36.3,139.8,49.89,40,79,3.15,broken clouds,2021-11-29 09:53:34
565,Matay,EG,28.419,30.7792,89.4,12,62,5.06,broken clouds,2021-11-29 09:53:35
566,Camacha,PT,33.0833,-16.3333,62.01,67,71,16.84,broken clouds,2021-11-29 09:53:35
567,Inuvik,CA,68.3499,-133.7218,-12.06,94,100,16.82,overcast clouds,2021-11-29 09:53:35
568,Whitehorse,CA,60.7161,-135.0538,2.48,94,35,3.94,scattered clouds,2021-11-29 09:53:36
569,Nome,US,64.5011,-165.4064,-19.48,93,8,4.76,clear sky,2021-11-29 09:53:36
570,Busca,IT,44.5181,7.4743,42.35,32,59,1.59,broken clouds,2021-11-29 09:53:37
571,Kyshtovka,RU,56.555,76.6271,17.47,85,99,9.53,overcast clouds,2021-11-29 09:53:37
572,Safaga,EG,26.7292,33.9365,83.44,38,2,9.04,clear sky,2021-11-29 09:53:38
573,Madimba,TZ,-10.4,40.3333,84.29,64,62,10.65,broken clouds,2021-11-29 09:53:38
574,Horsham,GB,51.064,-0.3272,35.58,77,48,7.63,scattered clouds,2021-11-29 09:53:38
575,Daoukro,CI,7.0591,-3.9631,85.6,59,100,2.91,overcast clouds,2021-11-29 09:53:39
576,Mecca,SA,21.4267,39.8261,94.1,18,0,7.76,clear sky,2021-11-29 09:49:59
577,Moses Lake,US,47.1301,-119.2781,50.79,77,100,8.52,overcast clouds,2021-11-29 09:53:39
578,Ternate,ID,0.8,127.4,82.22,75,70,5.32,broken clouds,2021-11-29 09:53:40
579,Makokou,GA,0.5738,12.8642,88.32,51,93,2.24,overcast clouds,2021-11-29 09:53:40
580,Wanaka,NZ,-44.7,169.15,58.5,73,8,1.21,clear sky,2021-11-29 09:53:41
581,Rexburg,US,43.826,-111.7897,32.79,73,100,3.13,overcast clouds,2021-11-29 09:53:41
582,Alice Springs,AU,-23.7,133.8833,82.71,18,3,11.79,clear sky,2021-11-29 09:53:42
583,Utiel,ES,39.5667,-1.2,49.03,62,79,23.64,broken clouds,2021-11-29 09:53:42
584,Qaqortoq,GL,60.7167,-46.0333,37.36,91,98,15.41,overcast clouds,2021-11-29 09:53:42
585,Slave Lake,CA,55.2834,-114.769,36.52,72,2,11.18,clear sky,2021-11-29 09:53:43
586,Lubango,AO,-14.9172,13.4925,78.1,32,81,4.09,broken clouds,2021-11-29 09:53:43
587,Hun,LY,29.1268,15.9477,65.1,27,99,17.34,overcast clouds,2021-11-29 09:53:44
588,Teya,RU,60.3778,92.6267,3.49,97,71,3.56,broken clouds,2021-11-29 09:53:44
589,Hammerfest,NO,70.6634,23.6821,16.29,83,60,13.73,broken clouds,2021-11-29 09:53:45
590,Kamina,CD,-8.7386,24.9906,79.47,64,58,3.22,light rain,2021-11-29 09:53:45
591,Haverfordwest,GB,51.8017,-4.9691,43.21,77,100,2.73,overcast clouds,2021-11-29 09:53:46
592,Miram Shah,PK,33.0086,70.0697,65.95,25,38,4.07,scattered clouds,2021-11-29 09:53:46
593,Sault Sainte Marie,CA,46.5168,-84.3333,22.46,97,95,1.95,light snow,2021-11-29 09:53:43
594,Nemuro,JP,43.3236,145.575,46.85,79,50,19.82,scattered clouds,2021-11-29 09:53:47
595,Hofn,IS,64.2539,-15.2082,33.44,67,79,15.77,broken clouds,2021-11-29 09:53:47
596,Polunochnoye,RU,60.8697,60.4153,32.68,82,100,10.25,overcast clouds,2021-11-29 09:53:47
597,Kunming,CN,25.0389,102.7183,58.39,59,76,3.44,broken clouds,2021-11-29 09:51:53
598,Uray,RU,60.1247,64.7758,28.76,90,84,12.33,broken clouds,2021-11-29 09:53:48
599,Nicoya,CR,10.1483,-85.452,72.79,84,80,4.79,broken clouds,2021-11-29 09:53:48
600,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.34,73,99,10.78,overcast clouds,2021-11-29 09:53:49
601,Kalakamati,BW,-20.5929,27.3121,92.59,21,55,6.93,broken clouds,2021-11-29 09:53:49
602,Ikalamavony,MG,-21.15,46.5833,89.11,32,13,8.97,few clouds,2021-11-29 09:54:50
603,Uvarovka,RU,55.5278,35.6061,38.39,95,100,7.29,overcast clouds,2021-11-29 09:54:50
604,Huarmey,PE,-10.0681,-78.1522,65.35,88,100,6.58,overcast clouds,2021-11-29 09:54:51
605,Cakovec,HR,46.3844,16.4339,38.05,81,92,3.62,overcast clouds,2021-11-29 09:54:51
606,Ust-Omchug,RU,61.15,149.6333,-15.05,98,100,6.73,overcast clouds,2021-11-29 09:54:51
607,Windsor,CA,42.3001,-83.0165,29.12,89,8,6.31,clear sky,2021-11-29 09:51:21
608,Emerald,AU,-23.5333,148.1667,75.16,83,100,13.24,light rain,2021-11-29 09:53:22
609,Punta Alta,AR,-38.8759,-62.0736,59.86,85,7,4.43,clear sky,2021-11-29 09:54:52
610,Boca Do Acre,BR,-8.7522,-67.3978,73.44,92,100,2.21,overcast clouds,2021-11-29 09:54:53
611,Soni,TZ,-4.85,38.3667,79.18,51,59,4.56,light rain,2021-11-29 09:54:53
612,Tura,IN,25.5198,90.2201,71.33,63,18,3.53,few clouds,2021-11-29 09:54:53
613,Yuzhno-Kurilsk,RU,44.0306,145.8556,43.25,81,36,12.5,scattered clouds,2021-11-29 09:54:54
614,Bonfim,BR,3.0833,-59.95,74.12,85,87,8.59,overcast clouds,2021-11-29 09:54:54
615,Vanimo,PG,-2.6741,141.3028,79.97,81,100,2.37,overcast clouds,2021-11-29 09:54:55
616,Bereda,ES,43.2686,-7.5406,48.7,93,99,3.47,overcast clouds,2021-11-29 09:54:55
617,Tilichiki,RU,60.4667,166.1,27.5,81,100,21.23,overcast clouds,2021-11-29 09:54:56
618,Zaranj,AF,30.9667,61.8833,71.35,18,98,0.96,overcast clouds,2021-11-29 09:54:47
619,Tecpan,GT,14.7623,-90.9947,43.61,95,36,6.22,scattered clouds,2021-11-29 09:54:56
620,Burnie,AU,-41.0667,145.9167,52.95,80,24,4.34,few clouds,2021-11-29 09:54:57
621,Angoche,MZ,-16.2325,39.9086,85.17,51,3,10.71,clear sky,2021-11-29 09:54:57
622,Arrecife,ES,28.963,-13.5477,65.46,62,1,27.92,clear sky,2021-11-29 09:54:57
623,Meridian,US,43.6121,-116.3915,42.13,63,26,1.1,scattered clouds,2021-11-29 09:54:58
624,Finschhafen,PG,-6.6024,147.8681,80.65,82,93,3.0,overcast clouds,2021-11-29 09:54:58
625,Martil,MA,35.6166,-5.2752,57.76,72,85,12.93,overcast clouds,2021-11-29 09:54:59
626,Dickinson,US,29.4608,-95.0513,52.75,86,35,5.37,scattered clouds,2021-11-29 09:54:59
627,Belle Fourche,US,44.6714,-103.8522,51.64,42,74,9.62,broken clouds,2021-11-29 09:54:59
628,Boa Vista,BR,2.8197,-60.6733,74.86,80,98,10.04,overcast clouds,2021-11-29 09:55:00
629,Ilek,RU,51.5271,53.3831,33.06,85,89,6.17,overcast clouds,2021-11-29 09:55:00
630,Labuhan,ID,-6.8844,112.2051,81.03,79,79,3.4,broken clouds,2021-11-29 09:55:01
631,Tezu,IN,27.9167,96.1667,70.99,51,0,1.28,clear sky,2021-11-29 09:55:01
632,Igarka,RU,67.4667,86.5833,-18.4,99,100,8.59,overcast clouds,2021-11-29 09:55:02
633,Coihaique,CL,-45.5752,-72.0662,43.81,96,100,6.49,overcast clouds,2021-11-29 09:55:02
634,Gravdal,NO,68.1214,13.5031,32.97,51,100,13.42,light snow,2021-11-29 09:55:03
635,Poso,ID,-1.3959,120.7524,76.6,93,98,1.99,overcast clouds,2021-11-29 09:55:03
636,Marystown,CA,47.1666,-55.1483,41.18,86,52,9.33,broken clouds,2021-11-29 09:55:04
637,Ihosy,MG,-22.4,46.1167,92.17,26,3,6.42,clear sky,2021-11-29 09:55:04
638,Lagoa,PT,39.05,-27.9833,60.19,56,100,1.57,overcast clouds,2021-11-29 09:55:05
639,Kuytun,RU,54.3419,101.5036,21.43,80,100,10.49,overcast clouds,2021-11-29 09:55:05
640,Bam,IR,29.106,58.357,71.82,20,34,7.54,scattered clouds,2021-11-29 09:55:05
641,Bardiyah,LY,31.7561,25.0865,79.88,28,100,20.4,overcast clouds,2021-11-29 09:55:06
642,Tongliao,CN,43.6125,122.2653,23.36,89,100,1.79,overcast clouds,2021-11-29 09:55:06
643,Vila Velha,BR,-20.3297,-40.2925,74.89,84,9,2.89,clear sky,2021-11-29 09:52:03
644,Soyo,AO,-6.1349,12.3689,81.18,77,90,3.53,overcast clouds,2021-11-29 09:55:07
645,Valdemarpils,LV,57.3707,22.5919,33.55,87,100,12.01,overcast clouds,2021-11-29 09:55:07
646,Nanga Eboko,CM,4.6833,12.3667,88.16,36,21,2.73,few clouds,2021-11-29 09:55:08
647,Chone,EC,-0.6833,-80.1,73.67,82,100,0.54,overcast clouds,2021-11-29 09:55:08
648,Luoyang,CN,34.6836,112.4536,46.92,38,94,21.07,overcast clouds,2021-11-29 09:55:09
649,Archidona,ES,37.0965,-4.3887,45.19,86,100,6.87,overcast clouds,2021-11-29 09:55:09
650,Novoagansk,RU,61.9449,76.6625,23.58,95,100,13.69,snow,2021-11-29 09:55:10
651,Follonica,IT,42.9263,10.7616,47.82,68,100,10.45,overcast clouds,2021-11-29 09:56:10
652,Toguchin,RU,55.2353,84.3858,15.03,92,100,6.08,overcast clouds,2021-11-29 09:54:22
653,Lebedinyy,RU,58.5167,125.5167,-3.21,86,100,7.11,overcast clouds,2021-11-29 09:56:11
654,Divnomorskoye,RU,44.5011,38.1353,61.25,73,87,25.81,overcast clouds,2021-11-29 09:56:11
655,Thessalon,CA,46.2501,-83.5666,24.69,86,68,4.38,broken clouds,2021-11-29 09:56:12
656,Elk City,US,35.412,-99.4043,45.57,48,0,9.37,clear sky,2021-11-29 09:56:12
657,Neiafu,TO,-18.65,-173.9833,79.41,61,31,17.38,scattered clouds,2021-11-29 09:56:13
658,Banbury,GB,52.0602,-1.3403,32.81,86,83,5.17,broken clouds,2021-11-29 09:56:13
659,Herat,AF,34.5,62.0,63.91,25,73,15.79,broken clouds,2021-11-29 09:51:57
660,Saint-Francois,FR,46.4154,3.9054,32.32,95,100,8.39,overcast clouds,2021-11-29 09:56:14
661,Doctor Arroyo,MX,23.6667,-100.1833,53.33,89,100,4.05,overcast clouds,2021-11-29 09:56:14
662,Wanning,CN,18.8003,110.3967,74.64,75,87,13.82,overcast clouds,2021-11-29 09:56:15
663,Leh,IN,34.1667,77.5833,23.72,55,46,1.61,scattered clouds,2021-11-29 09:56:15
664,Popondetta,PG,-8.7537,148.2534,75.87,97,100,3.0,light rain,2021-11-29 09:56:15
665,Krasnokamensk,RU,50.0979,118.0369,4.15,96,78,5.59,broken clouds,2021-11-29 09:56:16
666,Oksovskiy,RU,62.6062,39.8984,9.9,92,92,2.86,overcast clouds,2021-11-29 09:56:16
667,Mosquera,CO,4.7059,-74.2302,48.02,88,89,4.99,overcast clouds,2021-11-29 09:52:06
668,Lesnyye Polyany,RU,55.9667,37.8667,38.05,95,100,9.1,overcast clouds,2021-11-29 09:56:17
669,Tocopilla,CL,-22.092,-70.1979,62.28,75,67,1.72,broken clouds,2021-11-29 09:56:17
670,Kenai,US,60.5544,-151.2583,3.69,96,100,10.45,overcast clouds,2021-11-29 09:56:18
671,Bama,NG,11.5221,13.6856,93.06,10,12,10.16,few clouds,2021-11-29 09:56:18
672,Nabire,ID,-3.3667,135.4833,79.45,86,100,2.64,overcast clouds,2021-11-29 09:56:19
673,Raudeberg,NO,61.9875,5.1352,34.84,70,100,18.68,light rain,2021-11-29 09:56:19
674,Mut,TR,36.6439,33.4389,69.44,48,98,6.11,overcast clouds,2021-11-29 09:56:20
675,Sabaudia,IT,41.3003,13.0282,51.6,70,95,14.09,light rain,2021-11-29 09:56:20
676,Talakan,RU,50.3167,130.3667,-4.88,100,57,1.61,broken clouds,2021-11-29 09:56:21
677,Askino,RU,56.0901,56.5783,28.69,96,99,10.29,overcast clouds,2021-11-29 09:56:21
678,Killam,CA,52.7834,-111.8518,34.77,89,83,6.46,broken clouds,2021-11-29 09:56:21
